sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin
ViSmish_05376,"**W88VIP123** – Đỉnh cao may mắn, nhận thưởng siêu tốc! Rút tiền trong **5 phút** – Không chờ đợi! Tỷ lệ cược hấp dẫn, trải nghiệm đỉnh cao! **Liên hệ:** zalo.me/84987654321 | FB: W88VIP123 **Nhấn ngay:** w88vip123.com/VIP123",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_05377,"Em day, lat nua qua don em di choi nhe.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_05378,ACB: Chuc mung sinh nhat Quy khach. ACB gui tang voucher giam gia 10% khi thanh toan qua ACB ONE. Chi tiet tai acb.com.vn.,0,1,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_05379,"Trung tâm Thu hồi Nợ thông báo chị Nguyễn Thúy Vi (CMND: 025667788) phải thanh toán khoản 3,850,000 VND trước 17H ngày 15/10. Nếu chậm trễ, đơn vị sẽ tiến hành ủy thác thi hành án tại nơi cư trú. Vui lòng liên hệ ngay 0978123456 để tránh hậu quả pháp lý.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05380,VCB: Dịch vụ ngưng hoạt động từ 22h hôm nay. Nhấn http://vcb-digibank.online ngay để xác nhận thông tin.,1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_05381,[BHXH VN] Thong bao: The BHYT cua ong/ba se het han vao ngay 31/12/2024. Vui long gia han tai co quan BHXH gan nhat hoac qua ung dung VssID de dam bao quyen loi. LH 19009068.,0,0,1,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_05382,[Netflix] Ma xac thuc Netflix cua Quy khach la: 481920.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_05383,G142_tr1_2Q-Nạp 50k nhận ngay 125k. Rút MAX 10.000k. Theo dõi: fb.me/win8888,1,1,0,personal_number,Cờ bạc / Betting,Level 1 - Leet nhẹ,paraphrased
ViSmish_05387,"Mobifone CSKH: He thong ghi nhan so 0901234567 co cuoc phi chua thanh toan tu thang truoc 500,000 VND. Vui long goi 18001234 de xu ly, tranh bi cat song.",1,0,1,brandname,Khác,Level 2 - Leet nặng,synthetic_hard_positive
ViSmish_05390,Tuyển gấp nhân viên đóng gói sản phẩm tại nhà cho công ty Xhome. Mức lương 700.000đ/ngày. Độ tuổi từ 22-60. Liên hệ ngay qua Zalo: 84335566778,1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05391,"""BK8 – Nhà cái HOT nhất châu Á! Chơi Tài Xỉu, Poker, Slot siêu khủng. Nhận thưởng 99% trong 5 phút, hỗ trợ 24/7. Truy cập ngay: bk8cc.com""",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_05392,Viện Thuế Quốc gia: Tài khoản nộp thuế của bạn sắp hết hạn. Vui lòng xác nhận ngay tại: https://xacnhan-thue.com,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_05394,"THÔNG BÁO KHẨN TỪ PHÒNG ĐIỀU TRA: Hồ sơ vụ việc của quý khách đã được chuyển đến cơ quan chức năng. Quý khách vui lòng liên hệ ngay trong ngày hôm nay trước 21:00 để cung cấp thông tin, nếu không sẽ bị khởi tố theo quy định pháp luật.",1,0,0,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05395,"Tuyển gấp nhân viên đánh giá sản phẩm cho **Tiki**. Lương hậu hĩnh 400-1.200k/ngày. Không yêu cầu kinh nghiệm, tuổi từ 22-65. Liên hệ ngay: Zalo **zalo.me/84533445577**",1,1,1,personal_number,Tuyển dụng giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05397,"**Win69Club** tặng bạn 300k khi tải app, x4 nạp đầu, rút thẳng tiền luôn. Liên hệ: zalo.me/win69club",1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_05398,"Tài khoản VNeID của bạn có dấu hiệu bất thường. Vui lòng xác minh ngay tại vneid-check.com trong vòng 48h, nếu không sẽ bị khóa vĩnh viễn.",1,1,0,shortcode,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_05400,"Alo, mình là Linh! Đầu tư app *MoonX#VIP* siêu lợi nhuận 500tr-2tỷ/tháng. Không cần kinh nghiệm, chỉ cần bỏ vốn là x3 số tiền ngay!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05401,"**NHÀ CÁI KING88 – THƯỞNG NGAY 200%** Chơi ngay tại: **king88.live** Liên hệ: **Zalo 0906.123.456** – **Hotline 1900.1234** Slogan: *""Vui đỉnh, trúng liền – Lộc trời ban!""*",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_05402,"Chào bạn, mình là Mai. Hiện mình đang kiếm 50 triệu đồng mỗi ngày từ công việc đơn giản. Chỉ cần bỏ ra 15 phút mỗi ngày, không cần kinh nghiệm nhé!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05403,"Shopee: Don hang #240526POIUYT da duoc giao thanh cong. Neu can ho tro khieu nai, vui long nhan vao app Shopee.",0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_05404,"""Liệu bạn đã sẵn sàng gia tăng thu nhập mỗi ngày chưa? Chỉ cần dành ra 5 phút mỗi tối, hoàn thành nhiệm vụ đơn giản, bạn sẽ nhận ngay 1 triệu đồng vào tài khoản ngay lập tức!""",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05405,"**CẤP BÁCH:** Bên cho vay Tín Dụng VN đã ghi nhận khoản nợ 7.500.000 VND của chị Vũ Hồng Nhung (CCCD: 241092837). Nếu chưa thanh toán đủ trước 19h hôm nay, chúng tôi sẽ tiến hành khởi kiện tịch thu tài sản tại nơi cư trú. Liên hệ ngay 0831283746 để tránh hậu quả pháp lý nghiêm trọng.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05406,"Lotteria: Ga Ran Set 99k (gia goc 145k). Ap dung tai cua hang vao thu 7, CN den 22/07/2026. Tu choi QC soan TC gui 9234.",0,0,1,shortcode,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_05410,: Bạn muốn tìm những người tâm đầu ý hợp? Tham gia ngay hội nhóm bí mật trên zalo: zalo.me/g/hcm-night-789,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05411,Tham gia hội chị em VIP ngay tại Đà Nẵng nhé! Kết nối cùng chúng tôi tại: t.me/dn_sisterhood Vui lòng liên hệ: 0906888xxx,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05412,Tải ngay ứng dụng K8Bet trúng ngay 1 tỷ! Sập hòm đỏ. Chơi ngay: k8bet.io/vN8pY,1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_05413,"789B4t: Gửi 100k nhận 350k. 1 lượt cược rút MAXX 20.000k. Nổ hũ, Siêu Tài. DK: bit.ly/xY7pL2 cX9zN",1,1,0,personal_number,Cờ bạc / Betting,Level 1 - Leet nhẹ,paraphrased
ViSmish_05414,"[QC] Vietnamobile: Nap the lien tay - Nhan ngay Data. Tang 1GB cho moi menh gia the nap tu 20k trong ngay 20/11. Thoi han su dung data la 7 ngay. LH 789. Tu choi QC, soan TC2 gui 123.",0,0,1,shortcode,Viễn thông,NONE,synthetic
ViSmish_05416,Miền Tây – Zalo. Bạn có muốn thử những trải nghiệm thú vị không? Hãy nhắn tin ngay cho mình nhé: 0987654321,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05417,Lazada đang tuyển dụng số lượng lớn nhân viên đóng gói sản phẩm tại nhà. Mức thu nhập hấp dẫn 1.000.000đ/ngày. Độ tuổi từ 22-60. Liên hệ ngay qua Fanpage chính thức hoặc nhắn tin Zalo: 84887654321,1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05418,"**F888BET – LỜI HỨA CÁI GIÀU CHỈ TRONG 3 PHÚT** **Hỗ trợ 24/7, nhiệt tình, chuyên nghiệp** **Liên hệ ngay:** f888bet.com",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_05419,Bảo-LĐ-TB-XH: Bạn_đã_đủ_ĐK nhận_trợ_cấp_quyết_Đ-789_từ_quỹ_BHTN. Nhận_tại: www.abcxyz.vn. QUA_HẠN_SẼ_KHÔNG_ĐƯỢC_CHẤP_NHẬN! xY2n,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_05420,Ninja Van: Don hang NVVN00998877 da giao thanh cong luc 14:15 ngay 10/05. Cam on Quy khach!,0,0,0,shortcode,Vận chuyển,NONE,synthetic
ViSmish_05421,"Công ty Tiki đang tuyển gấp nhân viên kiểm duyệt đơn hàng online, đánh giá chất lượng sản phẩm. Mức lương hấp dẫn 700k-2tr/ngày. Độ tuổi từ 22-60. Nhận tiền ngay sau khi hoàn thành nhiệm vụ. Đăng ký ngay: zalo.me/84901234567",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05422,"Vietcombank: Tài khoản của bạn sắp bị tạm ngưng do nghi ngờ giao dịch bất thường. Truy cập ngay vietcombank.acc.verify.now để xác nhận thông tin trước 18h hôm nay, nếu không tài khoản sẽ bị khóa vĩnh viễn.",1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_05423,"Nhanh tay chuyển tiền vào ví điện tử MoMo 0987654321, chủ tài khoản Nguyễn Văn A để nhận ngay quyền truy cập sàn giao dịch tiền ảo Xcoin VIP. Chỉ vài phút sau, tài khoản của bạn sẽ được kích hoạt và sinh lời ngay!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05426,"Chỉ cần vài thao tác đơn giản, bạn đã sở hữu ngay 1 triệu/ngày! Đơn giản như trở bàn tay, chẳng cần vốn, chẳng cần kinh nghiệm. Lợi nhuận siêu khủng đến từ dự án siêu hot này.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05427,Ninja Van: NVVN112233445 da giao thanh cong luc 16:45. Cam on ban da tin dung Ninja Van.,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_05429,"Shopee: Ma OTP xac minh thiet bi moi la 221094. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,0,0,personal_number,Thương mại điện tử,NONE,synthetic
ViSmish_05430,"Hà Nội – Gặp gỡ thú vị: Anh_v@o_x3m_h!nh: t.me/hn_thu_vu_88. Cần giải tỏa, liên hệ ngay nhé!",1,1,0,personal_number,Nội dung nhạy cảm,Level 2 - Leet nặng,paraphrased
ViSmish_05431,[Zalo] Ma xac thuc dang nhap cua ban la 842103. Hieu luc 3 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_05433,"Tiki tuyển nhân viên kiểm duyệt sản phẩm trực tuyến. Mức lương hấp dẫn 800.000 - 3 triệu đồng/ngày. Độ tuổi từ 18-55. Công việc nhẹ nhàng, không đòi hỏi kinh nghiệm. Liên hệ ngay: zalo.me/84976543210",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05434,[GHN] GHNR556677889: Da giao thanh cong luc 10:45. Cam on quy khach da tin tuong GHN Express.,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_05435,[BHXH TPHCM] Thông báo: Ông đã đủ điều kiện nhận tiền hỗ trợ từ Quỹ An sinh xã hội. Truy cập ngay: qr567.link/htxh. Quá hạn không được chấp nhận!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05436,"Dũng đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,0,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_05437,BHXH: Anh/Chị đủ điều kiện nhận tiền hỗ trợ. Truy cập ngay ho-tro-bhxh.com trước khi hết hạn. QkL9p,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_05438,Viettel: SIM của bạn vừa bị tố cáo sử dụng sai mục đích. Truy cập ngay link sau để xác nhận: viettel-xacminh.online,1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_05439,"- Chúng tôi đã ghi nhận khoản nợ 31 triệu 482 ngàn đồng của anh Ngô Thanh Tùng (CCCD: 024091283746) tại HD Saison. Trong vòng 24 giờ tới, nếu không thanh toán tối thiểu, chúng tôi buộc phải chuyển hồ sơ đến tòa án để giải quyết theo đúng pháp luật. Mọi thắc mắc xin gọi ngay 0987654321.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05441,"Quỹ hỗ trợ thất nghiệp: Quý khách vừa đạt đủ tiêu chuẩn nhận tiền hỗ trợ từ Quỹ. Truy cập ngay: linktr.ee/nhantienht. CẤP BÁCH: Nếu quá hạn, khoản tiền sẽ bị hủy!",1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_05444,"BHXH Việt Nam thông báo: Quý khách đủ điều kiện nhận hỗ trợ từ Quỹ hỗ trợ người lao động. Truy cập ngay vay-tien-online.org.vn để nhận tiền. HẠN CHÓT SẮP ĐẾN, KHÔNG THỂ BỎ LỠ! 5T8u",1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_05446,"Chào bạn, mình là Phương. Mình đang cần tuyển thêm thành viên tham gia quay video kiếm 500k–800k mỗi ngày. Chỉ cần 15 phút rảnh rỗi, không tốn vốn, không cần kinh nghiệm.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05447,"Tiếp cận những trải nghiệm thú vị, thăng hoa đời sống: truy cập ngay hcm_dichvu_secret.com",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05450,"Shoppee đang tuyển cộng tác viên xử lý đơn hàng online. Lương 1-5 triệu/ngày, chỉ cần điện thoại kết nối internet. Độ tuổi từ 20-55. Liên hệ ngay: hotline 0987654321 hoặc Fanpage: facebook.com/ShoppeeCtv",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05452,The Coffee House: Hoàn tiền 10% tối đa 20.000đ khi quét mã QR thanh toán qua ứng dụng ngân hàng hoặc MoMo. Áp dụng đến ngày 15/12/2025. Chi tiết: thecoffeehouse.com.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_05454,Sendo: Yeu cau hoan tien cho don hang 992837412 cua ban da duoc chap nhan. Tien se duoc hoan vao vi SenPay.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_05455,"Chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây t.me/hoinhanroi.",1,1,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_05459,"**[Tuyển dụng ngay] Nhân viên xử lý đơn hàng – ViettelPost** **Thu nhập: 900.000đ/ngày** (làm tại nhà, linh hoạt giờ giấc). **Yêu cầu:** - Độ tuổi: 22-60 - Không cần kinh nghiệm - Chỉ cần điện thoại/PC kết nối internet **Liên hệ ngay:** zalo.me/84987654321",1,1,1,personal_number,Tuyển dụng giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05460,Tới ngay hội quán giải trí thầm kín – Zalo_OA: tinyurl.com/zalo_hnsv_14,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05462,[QUYẾT TOÁN] Bạn đủ điều kiện nhận hỗ trợ 12 triệu từ BHXH. Truy cập ngay link: httpx://xqwe.rf để nhận tiền. LƯU Ý: CHẤM DỨT THỜI HẠN SAU 24H KHÔNG ĐƯỢC HOÀN TRẢ!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05463,Moi Quy khach Nguyen Van Hoang den kham tai Phong 202 - Khoa Noi luc 08:30 ngay 25/11/2024 tai Bệnh viện Bạch Mai. Lien he 02438693731 khi can.,0,0,1,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_05465,"[Agribank] Ma giao dich #19008888 tri gia 500,000 VND da duoc chap thuan. Neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0,0,brandname,Giả mạo ngân hàng,Level 4 - Mixed special characters,synthetic_hard_positive
ViSmish_05466,": Khẩn cấp: Anh Ngô Văn Bắp (CCCD: 072091004321) phải chuyển ngay 3,100,000 VND trước 17h hôm nay, 18/07. Nếu chậm trễ, hồ sơ nợ xấu sẽ bị cập nhật lên Trung tâm Thông tin Tín dụng (CIC). Liên hệ: 0932654321.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05467,Cục Đăng Kiểm: Tài khoản định danh điện tử có dấu hiệu bất thường. Truy cập ngay: dkkh-otp.com để xác minh.,1,1,0,shortcode,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_05468,ShopeePay: Bạn có 5.000 Shopee Xu sắp hết hạn vào ngày 30/06/2025. Sử dụng Xu để giảm trực tiếp 50% giá trị đơn hàng khi thanh toán trên shopee.vn ngay hôm nay.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_05469,"Shoppee tuyển cộng tác viên đóng gói sản phẩm ngay tại nhà. Mức thu nhập hấp dẫn từ 1 triệu đến 5 triệu đồng mỗi ngày, chỉ cần bạn trong độ tuổi 20-55. Công việc nhẹ nhàng, chỉ mất vài phút mỗi ngày. Liên hệ ngay qua Fanpage: m.me/shoppeecv",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05470,VIB: Ma OTP xac thuc thanh toan qua MyVIB la 736102. Hieu luc 3 phut. Tran trong.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_05471,"Group ""Hè Rực Rỡ"" Zalo: bit.ly/he_roi_ro_girls Hotline: 0918.777.666",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05472,"Bạn muốn giàu nhanh chóng không? Chỉ cần ngồi nhà, mỗi ngày kiếm 50 triệu. Không cần kiến thức, chỉ cần theo dõi vài bước đơn giản là có ngay tiền.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05473,VPBank: Hệ thống phát hiện truy cập bất thường từ thiết bị lạ. Truy cập ngay vpb-bank.com cập nhật mật khẩu bảo mật để khóa tài khoản tạm thời.,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_05475,<>H5Bet-Đá-gà-123-đẳng-cấp-chơi-ngay-CSKH-24/7-nhận-hoa-hồng-nhanh-chóng-trong-5-phút. Truy cập: x1bet.com,1,1,0,personal_number,Cờ bạc / Betting,Level 3 - Dot/Dash,paraphrased
ViSmish_05478,[Tong cuc Thue] Huong dan quyet toan thue TNCN truc tuyen da co tai website gdt.gov.vn. Moi NNT truy cap de xem video huong dan chi tiet.,0,1,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_05479,"[Agribank] TK ****3344 +5,000,000VND lúc 08:30. Số dư: 22,400,000VND. ND: Thưởng quý 3.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_05481,CƠ HỘI ĐẦU TƯ SIÊU LỜI! Bạn muốn rút tiền lãi từ khoản đầu tư của mình ngay tức khắc? Đơn giản thôi! Chỉ cần chuyển khoản số tiền trúng thưởng về STK 88776655 tại Ngân hàng Vietcombank. Chủ tài khoản: CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TOÀN CẦU. Liên hệ ngay!,1,0,0,personal_number,Crypto / Đầu tư giả,Level 2 - Leet nặng,paraphrased
ViSmish_05483,"SHB: Ma OTP xac thuc GD chuyen khoan 33,000,000 VND la 102938. Vui long bao mat OTP.",0,0,0,shortcode,Ngân hàng thật,NONE,synthetic
ViSmish_05484,"**Tập đoàn Sunrise tuyển dụng nhân viên bán thời gian.** Thu nhập **800k–1,5 triệu/ngày**, linh hoạt mọi lúc mọi nơi. Độ tuổi từ **20–60** (không giới hạn kinh nghiệm). Liên hệ ngay: **Zalo:** zalo.me/84933778822 **Hotline:** 0933778822",1,1,1,personal_number,Tuyển dụng giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05485,BEST Express: Don hang BEST443322110 se duoc lay luc 11:00 ngay 11/05. Quy khach vui long chuan bi hang.,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_05488,Hà Nội - Lẩu Gà Đồn: Chúng tôi tuyển người xinh đẹp tham gia phục vụ. truyenhinhdulich.vn/hanoi_staff. qW3e,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_05490,"**Tin nhắn viết lại:** Công ty SunMall đang tuyển nhân viên xử lý đơn hàng online. Lương 250-850k/ngày. Thao tác đơn giản, nhận tiền ngay sau 10-20 phút. Liên hệ ngay: zalo.me/84937284562 Zalo: 84937284562 ****",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05491,"SHOPEE: Ma xac minh dang nhap cua ban la 482931. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,0,0,personal_number,Thương mại điện tử,NONE,synthetic
ViSmish_05494,Sacombank: Diem thuong Sacombank Sapphire cua Quy khach se het han vao ngay 30/11. Hay doi qua ngay tai https://sacombank.com.vn,0,1,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_05495,"Bạn ơi, cơ hội vàng đây! Đầu tư 1 triệu/ngày cùng app **Lợi.Tiền.Vui** chỉ với 100k khởi đầu. Kiếm tiền thụ động ngay tại nhà, lợi nhuận cam kết 150% sau 7 ngày. Liên hệ ngay Zalo: 0909888999 để nhận hướng dẫn chi tiết!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 4 - Mixed special characters,paraphrased
ViSmish_05496,Văn bản: Quý khách đã đủ tiêu chuẩn nhận hỗ trợ từ Quỹ an sinh thất nghiệp theo QĐ 2345/2023. Truy cập ngay https://123qwe.asia để xác nhận thông tin. HOẠT ĐỘNG CHỈ TRONG 24H!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_05497,@_t_h-i_s-3_x_y_!_t_r_0_!_@_m-4_i_l: t.me/night-party-fun ABC12,1,1,0,personal_number,Nội dung nhạy cảm,Level 1 - Leet nhẹ,paraphrased
ViSmish_05498,"Mobifone CAM ON: QK da nap 5,000,000 VND cho thue bao 0978123456. Chung toi gui them 2,500,000 VND khuyen mai. Goi 19008888 de kich hoat bonus.",1,0,1,brandname,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_05499,"[Viet Work Career] CAM ON da nop don! Vi tri Thu ngan voi muc luong 8,000,000 VND/thang chua kinh nghiem. Can chuyen phi dao tao 300.000 VND de xac nhan tham gia.",1,0,0,brandname,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_05501,[Google] Ma xac minh cua ban la 482910.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_05502,"M88Club chiêu mộ đại lý, thưởng hoa hồng 60%, nhận hoa hồng ngay lập tức. Zalo: 0919887766. Link: https://m88clb.top/kJ9d",1,1,1,shortcode,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_05503,"Tùng ơi Trang nè, đang kẹt quá cho mượn tạm 500k vào TPBank 19034567890 chiều mai trả nhé.",1,0,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_05504,Phòng An ninh điều tra thông báo con nợ đã vi phạm pháp luật hình sự. Yêu cầu thanh toán khoản nợ trước 15h hôm nay để tránh hậu quả pháp lý. Quá hạn sẽ bị khởi tố hình sự và tịch thu tài sản.,1,0,0,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05505,Your GitHub verification code is: 582910.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_05506,8D5Y chào mừng anh em tham gia nạp 150k nhận liền 500k. Tặng thưởng vòng quay siêu khủng. Liên hệ: fb.com/winpro88,1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_05507,"VCB Alert: Tài khoản của bạn tạm thời bị tạm ngưng. Vui lòng truy cập ngay vcb.kiemtra.top để xác thực thông tin trước 21:00 hôm nay, nếu không sẽ bị khóa vĩnh viễn.",1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_05509,"[CẢNH BÁO CHỐT CUỐI]: NGUYỄN VĂN HOÀNG - CMND 012345678 nợ 3.850.000 VND tại FE Credit. Chậm thanh toán trước 15h hôm nay, nếu không chúng tôi sẽ công khai hình ảnh cá nhân lên các hội nhóm diện rộng. Liên hệ ngay: 0901234999.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_05510,"Bạn thân mến, tôi là Linh. Chúng tôi đang tuyển 10 vị trí cộng tác viên online với thu nhập 3 triệu/ngày. Chỉ cần đăng bài bình luận đơn giản, không cần vốn, không yêu cầu kinh nghiệm.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05511,"OCB: TK ****7712 -450,000VND luc 02:10. So du: 1,320,000VND. ND: Chuyen khoan 24/7.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_05513,"Bạn có thể kiếm ngay 200.000đ mỗi ngày chỉ bằng cách like video ngắn trên nền tảng K. Không tốn bất kỳ khoản phí nào, tiền sẽ được chuyển thẳng vào tài khoản ngân hàng của bạn.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05516,Công ty VINAEXIM tuyển dụng vị trí cộng tác viên bán thời gian. Mức thu nhập hấp dẫn 1.200.000đ/ngày. Liên hệ ngay qua hotline: 0987654321,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05517,"Hãy đăng ký tài khoản ngay để nhận ngay phần thưởng đầu tư siêu hời! Chỉ cần chuyển tiền vào số tài khoản: 1234567890, tên chủ tài khoản: CÔNG TY CP ĐẦU TƯ XUẤT NHẬP KHẨU ABC.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_05518,"**Tuyển dụng ngay!** Công ty TNG tuyển gấp nhân viên trưng bày sản phẩm tại nhà. Lương 2 triệu/ngày, chỉ cần chụp ảnh sản phẩm và đăng lên mạng. Độ tuổi từ 23-65. Liên hệ: zalo 0987654321",1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_05519,VCB: Tài khoản quý khách vừa bị tạm ngưng vì phát hiện giao dịch bất thường. Truy cập ngay vcb-nganhang.com để xác minh thông tin kịp thời!,1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
