content,label,data_origin
"Nhiều ng nghĩ việc ăn 1 mình hoặc xem phim 1 mình dị vs cô đơn lắm, nhưng họ ko hiểu ng hướng nội chúng tôi rất cần những khoảnh khắc như vậy",0,external_real
t lương 5tr 2 đứa con luôn,0,external_curated
văn thơ lai láng chữ nghĩa dạt dào cx k cứu nổi pha này :((,0,external_real
hét xog đ ai im,0,external_curated
quả này cứ vào vin nằm khoảng tháng là nhà mấy tk kia ngán ngay,0,external_real
:))) quay xe học Y Đa Khoa với cái nết này thì hổng được,0,external_curated
đúm nhận sai đ cãi,0,external_curated
Pé no gòi thì tới lượt anh ăn :)),0,external_curated
dậy trong mơ ròi á :)),0,external_real
"b.ọ.n đàn ông ngoại tình n.g.u n.g.ố.c v s tr, con nhỏ đó lm mấy cái hành động mắc ó.i v mà cũng yêu đc.",0,external_real
vay vay cái đb lúc đòi như đi xin nhà cno vậy,0,external_curated
Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,0,external_curated
đợt chảy máu mũi nhiều quá xong nghĩ mk bị ungthu máu thế là cả tuần đó đối xử tốt với mn xung quanh,0,external_real
khó chịu chung với t đi :)),0,external_real
"Có tháng ck t còn dưới 10 chẹo, và sắp sửa nợ hơi bị nhiều",0,external_curated
2 chỵ em ta cùng hát,0,external_real
Ng chiến sí công an nhân dân,0,external_curated
sao những thứ nhân văn như này thì m k tag t,0,external_real
nghèo cũng k đụng vô :)))),0,external_real
Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà k muốn nhiều tiền,0,external_curated
Bạn kiếm được nhiều thì vợ đc nhờ con được hưởng sung sướng thoải mái,0,external_real
Sao mấy cây xoài trái dc xum xuê dậy,0,external_real
Bên phải mà kêu k chuyên,0,external_real
Mì căn là có căn mới làm đc,0,external_real
hèn gì chạy hoài đ thấy vng đâu,0,external_curated
bn xem có thực sự muốn giữ gìn cuộc hn này chưa rồi tính,0,external_real
May quá ck mình lương 6tr2 nên gđ vẫn hòa thuận,0,external_curated
có nhìn thấy những biểu cảm này giống con gái k,0,external_real
Đả ngu còn tỏ ra nguy hiểm,0,external_real
"Chúc Chú Phong, Má Hai và bạn luôn vui vẻ và thật nhiều sức khoẻ nhó",0,external_real
Ở nhà ăn mà bới bới bố mẹ t cho nhịn đói luôn chứ ở đó mà tự nhiên,0,external_real
tiếng a trong tầm tay,0,external_real
Tình yêu khum phân biệt giới tính trai gái đâu có quan trọng,0,external_real
đợi em có ngiu mà nó cắm sừng em thì em cũng rủ cả phòng chị đi,0,external_curated
Có bữa kia đưa 100k đã bị cằn nhằn nửa chuyến r :)),0,external_curated
