review_key,sample_id,decision,review_note,reviewed_at,source_dataset,source_file,source_row_id,content,normalized,hard_case_type,flags,filter_reason,reject_reason
vilexnorm|data/external/vilexnorm/raw/train.csv|3593|Rùi mh đi vay tiền để duy trì sự sống,vilexnorm_hardneg_00287,accept,,2026-05-21T03:51:03+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3593,Rùi mh đi vay tiền để duy trì sự sống,Rồi mình đi vay tiền để duy trì sự sống,finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3595|Hầu như bất kỳ dv nào lúc mới vào nghề bất kể nam hay nữ thì đều có nét rất hoạt bát, trong sáng và nói theo dọng văn là tràn đầy sinh cơ luôn ấy, kể cả mấy diễn viên sập phòng như Lý Dịch Phong, Trịnh Sảng cũng vậy",vilexnorm_hardneg_00288,reject,,2026-05-21T03:51:07+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3595,"Hầu như bất kỳ dv nào lúc mới vào nghề bất kể nam hay nữ thì đều có nét rất hoạt bát, trong sáng và nói theo dọng văn là tràn đầy sinh cơ luôn ấy, kể cả mấy diễn viên sập phòng như Lý Dịch Phong, Trịnh Sảng cũng vậy","Hầu như bất kỳ diễn viên nào lúc mới vào nghề bất kể nam hay nữ thì đều có nét rất hoạt bát, trong sáng và nói theo giọng văn là tràn đầy sinh cơ luôn ấy, kể cả mấy diễn viên sập phòng như Lý Dịch Phong, Trịnh Sảng cũng vậy",sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3597|Chắc sếp vs nv yêu nhau,vilexnorm_hardneg_00289,accept,,2026-05-21T03:51:09+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3597,Chắc sếp vs nv yêu nhau,Chắc sếp với nhân viên yêu nhau,job_like,has_abbreviation;has_job_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3603|đọc tr có nvat chí hướng là ăn no chờ chết mà vừa buồn cười vừa đồng cảm,vilexnorm_hardneg_00290,accept,,2026-05-21T03:51:10+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3603,đọc tr có nvat chí hướng là ăn no chờ chết mà vừa buồn cười vừa đồng cảm,đọc truyện có nhân vật chí hướng là ăn no chờ chết mà vừa buồn cười vừa đồng cảm,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3608|Đúng ời, kg phải nói chớ, tui làm lương tháng 30tr,  tới 15 tây là nhận 5tr5 còn 24tr5 còn lại thì tui dề ngủ mơ tiếp",vilexnorm_hardneg_00291,accept,,2026-05-21T03:51:11+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3608,"Đúng ời, kg phải nói chớ, tui làm lương tháng 30tr,  tới 15 tây là nhận 5tr5 còn 24tr5 còn lại thì tui dề ngủ mơ tiếp","Đúng ròi, không phải nói chú, tui làm lương tháng 30tr, tới 15 tây là nhận 5tr5 còn 24tr5 còn lại thì tui về ngủ mơ tiếp",money_like,has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3626|có 0đ với 1đ chứ làm rì có đỉm cao như thé=)))),vilexnorm_hardneg_00292,accept,,2026-05-21T03:51:14+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3626,có 0đ với 1đ chứ làm rì có đỉm cao như thé=)))),có 0đ với 1đ chứ làm gì có điểm cao như thế=)))),money_like,has_money_amount,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3631|giờ thì mấy mấy ông giọng tổng tài thì nghe như trong họng có cục đờm, còn mấy ông giọng nam thiếu niên thì kiểu giọng nũng nịu thụ thụ mà nghe nó cứ đồi trụy thế đell nào tởm ko chịu đc",vilexnorm_hardneg_00293,reject,,2026-05-21T03:51:16+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3631,"giờ thì mấy mấy ông giọng tổng tài thì nghe như trong họng có cục đờm, còn mấy ông giọng nam thiếu niên thì kiểu giọng nũng nịu thụ thụ mà nghe nó cứ đồi trụy thế đell nào tởm ko chịu đc","giờ thì mấy mấy ông giọng tổng tài thì nghe như trong họng có cục đờm, còn mấy ông giọng nam thiếu niên thì kiểu giọng nũng nịu thụ thụ mà nghe nó cứ đồi trụy thế đéo nào tởm không chịu được",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3652|Đến nhà ngta chơi mà chui vô phòng ngta là zô zuyên đó bíc 0,vilexnorm_hardneg_00294,reject,,2026-05-21T03:51:31+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3652,Đến nhà ngta chơi mà chui vô phòng ngta là zô zuyên đó bíc 0,Đến nhà người ta chơi mà chui vô phòng người ta là vô duyên đó biết không,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3678|ko đeo bao tay , cái nào cũng có giá của nó thì tội cái cc gì ?",vilexnorm_hardneg_00295,accept,,2026-05-21T03:51:35+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3678,"ko đeo bao tay , cái nào cũng có giá của nó thì tội cái cc gì ?","không đeo bao tay , cái nào cũng có giá của nó thì tội cái con cặc gì ?",sensitive_review,has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3685|Lúc đầu vẫn coi cho đến lúc CP hú t thoát video luôn, fail quá",vilexnorm_hardneg_00296,reject,,2026-05-21T03:52:22+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3685,"Lúc đầu vẫn coi cho đến lúc CP hú t thoát video luôn, fail quá","Lúc đầu vẫn coi cho đến lúc CP hú tôi thoát video luôn, fail quá",sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3707|Sau khi đòi nợ bất thành mình rút ra 1 kinh nghiệm là từ giờ có thừa tiền đi nhóm bếp cũng đell bh cho đứa nào vay,vilexnorm_hardneg_00297,accept,,2026-05-21T03:52:25+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3707,Sau khi đòi nợ bất thành mình rút ra 1 kinh nghiệm là từ giờ có thừa tiền đi nhóm bếp cũng đell bh cho đứa nào vay,Sau khi đòi nợ bất thành mình rút ra 1 kinh nghiệm là từ giờ có thừa tiền đi nhóm bếp cũng đell bao giờ cho đứa nào vay,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3718|Thế mà nhà mình chăn gà bán chưa đc 50k 1 kg,vilexnorm_hardneg_00298,accept,,2026-05-21T03:52:36+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3718,Thế mà nhà mình chăn gà bán chưa đc 50k 1 kg,Thế mà nhà mình chăn gà bán chưa được 50k 1 kg,money_like,has_abbreviation;has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3725|Lương 3tr4 chắc thành vô tree...,vilexnorm_hardneg_00299,accept,,2026-05-21T03:52:37+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3725,Lương 3tr4 chắc thành vô tree...,Lương 3tr4 chắc thành vô tri...,money_like,has_money_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3727|Khoai lang em k ăn , e lại thích ăn khoai tây",vilexnorm_hardneg_00300,reject,,2026-05-21T03:52:40+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3727,"Khoai lang em k ăn , e lại thích ăn khoai tây","Khoai lang em không ăn , em lại thích ăn khoai tây",warning_like,has_teencode;has_warning_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3729|chẳng qua đ' với tới thôi ném dép thì nó va vào kính phòng giám hiệu trèo thì bảo vệ bắt nên đành chịu thế thôi chứ biết ls bg,vilexnorm_hardneg_00301,accept,,2026-05-21T03:52:42+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3729,chẳng qua đ' với tới thôi ném dép thì nó va vào kính phòng giám hiệu trèo thì bảo vệ bắt nên đành chịu thế thôi chứ biết ls bg,chẳng qua đéo với tới thôi ném dép thì nó va vào kính phòng giám hiệu trèo thì bảo vệ bắt nên đành chịu thế thôi chứ biết làm sao bây giờ,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3730|cho nó cái tk ngân hàng đói thì tự đặt mua đi:),vilexnorm_hardneg_00302,accept,,2026-05-21T03:52:44+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3730,cho nó cái tk ngân hàng đói thì tự đặt mua đi:),cho nó cái tài khoản ngân hàng đói thì tự đặt mua đi:),finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3734|dạ bạn e cũng làm ngân hàng,vilexnorm_hardneg_00303,accept,,2026-05-21T03:52:45+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3734,dạ bạn e cũng làm ngân hàng,dạ bạn em cũng làm ngân hàng,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3739|Mức thu nhập bình quân đầu người vn đang dứoi 10 tr thế thì phải bn người ế vợ,vilexnorm_hardneg_00304,accept,,2026-05-21T03:52:48+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3739,Mức thu nhập bình quân đầu người vn đang dứoi 10 tr thế thì phải bn người ế vợ,Mức thu nhập bình quân đầu người vn đang dưới 10 tr thế thì phải bao nhiêu người ế vợ,money_like,has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3756|chỉ muốn nói bằng mọi giá sẽ lo cho gia đình vk con một cuộc sống mở mắt ra là có người nt đòi nợ,vilexnorm_hardneg_00305,accept,,2026-05-21T03:54:05+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3756,chỉ muốn nói bằng mọi giá sẽ lo cho gia đình vk con một cuộc sống mở mắt ra là có người nt đòi nợ,chỉ muốn nói bằng mọi giá sẽ lo cho gia đình vợ con một cuộc sống mở mắt ra là có người nhắn tin đòi nợ,finance_like;cta_like,has_finance_keyword;has_soft_cta_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3815|Hicccc mng qua em xem quần áo nhoaaa,vilexnorm_hardneg_00306,reject,,2026-05-21T03:54:08+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3815,Hicccc mng qua em xem quần áo nhoaaa,Hicccc mọi người qua em xem quần áo nha,sensitive_review,has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3818|Năm 19 tuổi tôi đang ngồi vẫy khách tại 1 quán karaoke ở cổng trường lương ngọc quyến tp thái nguyên với lương  800k/1 tháng,vilexnorm_hardneg_00307,accept,,2026-05-21T03:54:09+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3818,Năm 19 tuổi tôi đang ngồi vẫy khách tại 1 quán karaoke ở cổng trường lương ngọc quyến tp thái nguyên với lương  800k/1 tháng,Năm 19 tuổi tôi đang ngồi vẫy khách tại 1 quán karaoke ở cổng trường lương ngọc quyến thành phố thái nguyên với lương  800k/1 tháng,money_like,has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3823|Còn ko cho nhân viên nghỉ ngơi,vilexnorm_hardneg_00308,accept,,2026-05-21T03:56:26+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3823,Còn ko cho nhân viên nghỉ ngơi,Còn không cho nhân viên nghỉ ngơi,job_like,has_job_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3830|mình lương 5tr k biết nói gì,vilexnorm_hardneg_00309,accept,,2026-05-21T03:56:28+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3830,mình lương 5tr k biết nói gì,mình lương 5tr không biết nói gì,money_like,has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3838|1 bộ cỡ 500k thôi thì nhân lên cũng hơi bị bộn, lm gv mà sắm nhiu đó là cũng hết lương",vilexnorm_hardneg_00310,accept,,2026-05-21T03:56:29+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3838,"1 bộ cỡ 500k thôi thì nhân lên cũng hơi bị bộn, lm gv mà sắm nhiu đó là cũng hết lương","1 bộ cỡ 500k thôi thì nhân lên cũng hơi bị bộn, làm giáo viên mà sắm nhiêu đó là cũng hết lương",money_like,has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3879|Rcm mng phim Moon Lovers nha, chữa lành cựccc",vilexnorm_hardneg_00311,reject,,2026-05-21T03:59:55+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3879,"Rcm mng phim Moon Lovers nha, chữa lành cựccc","Rcm mọi người phim Moon Lovers nha, chữa lành cực",sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3880|còn tuyển nhân viên khong ạ,vilexnorm_hardneg_00312,accept,,2026-05-21T03:59:58+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3880,còn tuyển nhân viên khong ạ,còn tuyển nhân viên không ạ,job_like,has_job_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3914|Lương 5 trẹo đi làm chỉ để cống hiến tiếng cười :)),vilexnorm_hardneg_00313,accept,,2026-05-21T04:01:07+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3914,Lương 5 trẹo đi làm chỉ để cống hiến tiếng cười :)),Lương 5 triệu đi làm chỉ để cống hiến tiếng cười :)),money_like,has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3919|cần đòi nợ thuê kh c,vilexnorm_hardneg_00314,accept,,2026-05-21T04:01:09+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3919,cần đòi nợ thuê kh c,cần đòi nợ thuê không cậu,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3924|A e bên thuế vụ rất thích điều này,vilexnorm_hardneg_00315,accept,,2026-05-21T04:01:11+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3924,A e bên thuế vụ rất thích điều này,Anh em bên thuế vụ rất thích điều này,authority_like,has_authority_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3937|Anh tìm hiểu các bài viết của TS Lương y Ngô Đức Vượng nói về chữa bệnh ung thư rất hữu ích cho anh .,vilexnorm_hardneg_00316,accept,,2026-05-21T04:03:39+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3937,Anh tìm hiểu các bài viết của TS Lương y Ngô Đức Vượng nói về chữa bệnh ung thư rất hữu ích cho anh .,Anh tìm hiểu các bài viết của tiến sĩ Lương y Ngô Đức Vượng nói về chữa bệnh ung thư rất hữu ích cho anh .,money_like,has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|3954|1 trong những lí do deo dùng tóc tóc )),vilexnorm_hardneg_00317,accept,,2026-05-21T04:03:40+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3954,1 trong những lí do deo dùng tóc tóc )),1 trong những lí do đéo dùng tóc tóc )),sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|3983|bạn ơi báo công an đi, bạn k sai ngta sai mà, làm sao sống mà cứ lo âu như vậy được.",vilexnorm_hardneg_00318,accept,,2026-05-21T04:03:42+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,3983,"bạn ơi báo công an đi, bạn k sai ngta sai mà, làm sao sống mà cứ lo âu như vậy được.","bạn ơi báo công an đi, bạn không sai người ta sai mà, làm sao sống mà cứ lo âu như vậy được.",authority_like,has_abbreviation;has_authority_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4002|hên quá, mình 5tr vẫn có ck, jo thì mjh k lương luôn rồi",vilexnorm_hardneg_00319,accept,,2026-05-21T04:03:43+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4002,"hên quá, mình 5tr vẫn có ck, jo thì mjh k lương luôn rồi","hên quá, mình 5tr vẫn có chồng, giờ thì mình không lương luôn rồi",money_like,has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4026|Lương 5tr k đủ nuôi mèo,vilexnorm_hardneg_00320,accept,,2026-05-21T04:03:44+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4026,Lương 5tr k đủ nuôi mèo,Lương 5tr không đủ nuôi mèo,money_like,has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4038|Muốn ăn mà đéo muốn trả , Nói FE thì ai chả biết, v sao biết mà vẫn đâm đầu vào, hốc đc trả đc chứ đã chơi ngu còn ngông thế này , gđ nhà bạn gái kiện bỏ mẹ nó đi.",vilexnorm_hardneg_00321,accept,,2026-05-21T04:03:46+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4038,"Muốn ăn mà đéo muốn trả , Nói FE thì ai chả biết, v sao biết mà vẫn đâm đầu vào, hốc đc trả đc chứ đã chơi ngu còn ngông thế này , gđ nhà bạn gái kiện bỏ mẹ nó đi.","Muốn ăn mà đéo muốn trả , Nói FE thì ai chả biết, vậy sao biết mà vẫn đâm đầu vào, hốc được trả được chứ đã chơi ngu còn ngông thế này , gia đình nhà bạn gái kiện bỏ mẹ nó đi.",sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4045|a làm sếp thì cũng cần phải tôn trọng không gian và thời gian của nhân viên chứ!,vilexnorm_hardneg_00322,accept,,2026-05-21T04:03:48+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4045,a làm sếp thì cũng cần phải tôn trọng không gian và thời gian của nhân viên chứ!,anh làm sếp thì cũng cần phải tôn trọng không gian và thời gian của nhân viên chứ!,job_like,has_job_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4083|có gì cứ nói ra, nói rồi vẫn đâu đóng đấy thì mackeno 1 thgian...",vilexnorm_hardneg_00323,accept,,2026-05-21T04:03:53+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4083,"có gì cứ nói ra, nói rồi vẫn đâu đóng đấy thì mackeno 1 thgian...","có gì cứ nói ra, nói rồi vẫn đâu đóng đấy thì mackeno 1 thời gian...",finance_like,has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4095|Oan Thị Màu bới thức ăn k chấp nhận đc, xấu tính vãi",vilexnorm_hardneg_00324,reject,,2026-05-21T04:05:23+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4095,"Oan Thị Màu bới thức ăn k chấp nhận đc, xấu tính vãi","Oan Thị Màu bới thức ăn không chấp nhận được, xấu tính vãi",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_slang;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4118|Cho vay lưc đòi phải xem tâm trạng vui hay buồn cơ.,vilexnorm_hardneg_00325,accept,,2026-05-21T04:05:25+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4118,Cho vay lưc đòi phải xem tâm trạng vui hay buồn cơ.,Cho vay lúc đòi phải xem tâm trạng vui hay buồn cơ.,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4124|May quá vk t bảo t ko cần lương cao làm ck là đủ rồi,vilexnorm_hardneg_00326,accept,,2026-05-21T04:05:27+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4124,May quá vk t bảo t ko cần lương cao làm ck là đủ rồi,May quá vợ tôi bảo tôi không cần lương cao làm chồng là đủ rồi,money_like,has_abbreviation;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4133|Nọ t thi toán mà t còn kh mang gì đi thi, may sao vào phòng thi thấy thiếu thiếu nên kịp đi mượn:))",vilexnorm_hardneg_00327,accept,,2026-05-21T04:05:28+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4133,"Nọ t thi toán mà t còn kh mang gì đi thi, may sao vào phòng thi thấy thiếu thiếu nên kịp đi mượn:))","Nọ tôi thi toán mà tôi còn không mang gì đi thi, may sao vào phòng thi thấy thiếu thiếu nên kịp đi mượn:))",sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4135|no gòi mà cứ bắt ănggg,vilexnorm_hardneg_00328,accept,,2026-05-21T04:05:31+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4135,no gòi mà cứ bắt ănggg,no rồi mà cứ bắt ăn,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4139|May qué lương có 5 chẹo,vilexnorm_hardneg_00329,accept,,2026-05-21T04:05:32+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4139,May qué lương có 5 chẹo,May quá lương có 5 triệu,money_like,has_informal_spelling;has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4149|Mình 30 tuổi đầu ngày qua ngày ngĩ sao giả được hết nợ, tối về chỉ lo mì tôm hết thì lấy cái gì mà ăn =))))",vilexnorm_hardneg_00330,accept,,2026-05-21T04:05:35+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4149,"Mình 30 tuổi đầu ngày qua ngày ngĩ sao giả được hết nợ, tối về chỉ lo mì tôm hết thì lấy cái gì mà ăn =))))","Mình 30 tuổi đầu ngày qua ngày ngĩ sao trả được hết nợ, tối về chỉ lo mì tôm hết thì lấy cái gì mà ăn =))))",finance_like,has_abbreviation;has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4151|Là người Tân Cương luôn đúng k dạ, trông quyền lực quãi đạn luôn",vilexnorm_hardneg_00331,accept,,2026-05-21T04:05:38+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4151,"Là người Tân Cương luôn đúng k dạ, trông quyền lực quãi đạn luôn","Là người Tân Cương luôn đúng  dạ, trông quyền lực vãi đạn luôn",sensitive_review,has_sensitive_review_keyword;has_slang;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4176|cách đây 2 năm tôi có quen với 1 anh bạn khá giỏi về mảng thị trường quốc tế , nghe anh ta kể về thị trường hay lắm , nên tui bảo anh ta là giải thích cho tui , và tới bây h tui mới hỉu đc , lạm pháp , nợ công , … nó là như thế nào",vilexnorm_hardneg_00332,accept,,2026-05-21T04:05:53+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4176,"cách đây 2 năm tôi có quen với 1 anh bạn khá giỏi về mảng thị trường quốc tế , nghe anh ta kể về thị trường hay lắm , nên tui bảo anh ta là giải thích cho tui , và tới bây h tui mới hỉu đc , lạm pháp , nợ công , … nó là như thế nào","cách đây 2 năm tôi có quen với 1 anh bạn khá giỏi về mảng thị trường quốc tế , nghe anh ta kể về thị trường hay lắm , nên tui bảo anh ta là giải thích cho tui , và tới bây giờ tui mới hiểu được , lạm phát , nợ công , … nó là như thế nào",finance_like,has_abbreviation;has_finance_keyword;long_for_clean,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4211|óc chó,may n còn đéo chạy vào oto ý",vilexnorm_hardneg_00333,accept,,2026-05-21T04:05:54+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4211,"óc chó,may n còn đéo chạy vào oto ý","óc chó,may nó còn đéo chạy vào ô tô ý",sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4217|ủa m có học toán cc k,vilexnorm_hardneg_00334,accept,,2026-05-21T04:05:55+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4217,ủa m có học toán cc k,ủa mày có học toán cao cấp không,sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4224|hôm bữa đi học ktvm, cây highlight thì đ đem mà đem cây eyeliner",vilexnorm_hardneg_00335,accept,,2026-05-21T04:08:20+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4224,"hôm bữa đi học ktvm, cây highlight thì đ đem mà đem cây eyeliner","hôm bữa đi học ktvm, cây highlight thì đéo đem mà đem cây eyeliner",sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4229|ko tưởng tượng nhma vẫn có arghhh xì chét voãi,vilexnorm_hardneg_00336,accept,,2026-05-21T04:08:22+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4229,ko tưởng tượng nhma vẫn có arghhh xì chét voãi,không tưởng tượng nhưng mà vẫn có arghhh xì chét vãi,sensitive_review,has_sensitive_review_keyword;has_slang;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4244|ăn mà bới bới lựa cc,vilexnorm_hardneg_00337,accept,,2026-05-21T04:08:26+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4244,ăn mà bới bới lựa cc,ăn mà bới bới lựa con cặc,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|4246|Không rõ là em bạn vay ngân hàng hay cty tín dụng, nhưng thường khoản vay khó đòi thì họ sẽ bán cho bên thứ 3 để bên đó đòi, ngân hàng hay bên toà án không ai làm việc qua tin nhắn.",vilexnorm_hardneg_00338,accept,,2026-05-21T04:08:28+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4246,"Không rõ là em bạn vay ngân hàng hay cty tín dụng, nhưng thường khoản vay khó đòi thì họ sẽ bán cho bên thứ 3 để bên đó đòi, ngân hàng hay bên toà án không ai làm việc qua tin nhắn.","Không rõ là em bạn vay ngân hàng hay công ty tín dụng, nhưng thường khoản vay khó đòi thì họ sẽ bán cho bên thứ 3 để bên đó đòi, ngân hàng hay bên toà án không ai làm việc qua tin nhắn.",finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|4251|hồi đó mẹ sắm cho cọng dây chiền đeo mà t cũng cắm lấy 5tr đi Vũng Tàu  trùng hợp quãi đạn,vilexnorm_hardneg_00339,accept,,2026-05-21T04:09:08+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,4251,hồi đó mẹ sắm cho cọng dây chiền đeo mà t cũng cắm lấy 5tr đi Vũng Tàu  trùng hợp quãi đạn,hồi đó mẹ sắm cho cọng dây chuyền đeo mà tôi cũng cắm lấy 5tr đi Vũng Tàu trùng hợp vãi đạn,money_like;sensitive_review,has_abbreviation;has_money_amount;has_sensitive_review_keyword;has_slang,risk_surface_without_strong_reject,
